Jerusalem B-Jerusalem B-Jerusalem
a O O
tricky O O
situation O O
if O O
the O O
witness O O
refuses O O
to O O
answer O O
. O O
The O O
court O O
president O O
, O O
Ronald O O
Sutherland O O
, O O
who O O
adjourned O O
the O O
session O O
for O O
a O O
short O O
while O O
in O O
an O O
attempt O O
to O O
find O O
a O O
solution O O
to O O
this O O
dilemma O O
, O O
said O O
this O O
raises O O
an O O
important O O
question O O
of O O
principle O O
. O O
The O O
two O O
Libyans O O
, O O
Alameen B-Lamin_Khalifah_Fhimah O
Khalifa I-Lamin_Khalifah_Fhimah O
Fahima I-Lamin_Khalifah_Fhimah O
and O O
Abdulbasit B-Abdelbaset_Ali_Mohmed_Al_Megrahi O
al I-Abdelbaset_Ali_Mohmed_Al_Megrahi O
- I-Abdelbaset_Ali_Mohmed_Al_Megrahi O
Maqrahi I-Abdelbaset_Ali_Mohmed_Al_Megrahi O
, O O
are O O
suspected O O
of O O
sending O O
a O O
bomb O O
from O O
Malta B-Malta B-Malta
which O O
was O O
used O O
to O O
explode O O
the O O
Pan O O
Am O O
plane O O
over O O
the O O
Scottish O O
village O O
of O O
Lockerbie O O
on O O
December O O
21 O O
, O O
1988 O O
killing O O
270 O O
people O O
. O O
Baghdad B-Baghdad B-Baghdad
11 O O
- O O
15 O O
( O O
AFP B-Agence_France-Presse B-Agence_France-Presse
) O O
- O O
The O O
head O O
of O O
the O O
French O O
Interests O O
Section O O
in O O
Baghdad O O
, O O
Ambassador O O
Andre O O
Janier O O
, O O
today O O
Wednesday O O
welcomed O O
Iraq B-Iraq B-Iraq
' O O
s O O
decision O O
to O O
deal O O
in O O
euros O O
and O O
said O O
this O O
would O O
encourage O O
relations O O
between O O
the O O
two O O
countries O O
. O O
In O O
an O O
interview O O
in O O
today O O
' O O
s O O
edition O O
of O O
the O O
official O O
newspaper O O
" O O
al O O
- O O
Jamhouriya O O
, O O
" O O
Janier O O
said O O
we O O
French O O
believe O O
this O O
decision O O
is O O
positive O O
for O O
the O O
international O O
economy O O
, O O
and O O
this O O
decision O O
encourages O O
economic O O
relations O O
, O O
especially O O
in O O
terms O O
of O O
oil O O
, O O
between O O
Iraq O O
and O O
France O O
. O O
The O O
French O O
diplomat O O
carried O O
on O O
to O O
say O O
" O O
we O O
have O O
a O O
vested O O
interest O O
in O O
this O O
matter O O
as O O
Europeans O O
and O O
French O O
because O O
all O O
trade O O
payments O O
and O O
exchanges O O
are O O
paid O O
in O O
euros O O
and O O
there O O
is O O
no O O
danger O O
to O O
European O O
and O O
French O O
companies O O
because O O
of O O
fluctuations O O
in O O
the O O
price O O
of O O
the O O
dollar O O
on O O
the O O
stock O O
exchange O O
. O O
This O O
compensates O O
for O O
any O O
loss O O
in O O
buying O O
and O O
selling O O
in O O
euros O O
rather O O
than O O
dollars O O
. O O
Iraq O O
decided O O
to O O
deal O O
in O O
euros O O
, O O
rather O O
than O O
the O O
dollar O O
, O O
as O O
of O O
the O O
sixth O O
of O O
this O O
month O O
for O O
its O O
oil O O
sales O O
and O O
outside O O
trade O O
deals O O
. O O
Albus B---NME-- B-Albus_(disambiguation)
( O O
Lebanon B-Lebanon B-Lebanon
) O O
11 O O
- O O
15 O O
( O O
AFP B-Agence_France-Presse O
) O O
- O O
Thousands O O
of O O
Palestinian O O
refugees O O
in O O
Lebanon O O
commemorated O O
in O O
their O O
camps O O
today O O
Wednesday O O
the O O
twelfth O O
anniversary O O
of O O
the O O
symbolic O O
announcement O O
of O O
independence O O
by O O
the O O
Palestinian B-Palestinian_National_Council B-Palestinian_National_Council
National I-Palestinian_National_Council I-Palestinian_National_Council
Council I-Palestinian_National_Council I-Palestinian_National_Council
in O O
Algeria B-Algeria B-Algeria
in O O
1988 O O
. O O
Around O O
five O O
thousand O O
Palestinians O O
form O O
the O O
Albus B---NME-- O
Camp I---NME-- O
near O O
Souer B-Tyre,_Lebanon B-Piet_Souer
( O O
83 O O
km O O
south O O
of O O
Beirut B-Beirut B-Beirut
) O O
gathered O O
and O O
followed O O
a O O
march O O
by O O
children O O
dressed O O
in O O
military O O
clothing O O
who O O
held O O
stones O O
and O O
raised O O
pictures O O
of O O
Mohamed B-Muhammad_al-Durrah_incident B-Mohamed_Al-Fayed
al I-Muhammad_al-Durrah_incident I-Mohamed_Al-Fayed
- I-Muhammad_al-Durrah_incident O
Dura I-Muhammad_al-Durrah_incident B-Dura,_Hebron
, O O
the O O
12 O O
- O O
year O O
- O O
old O O
Palestinian O O
child O O
killed O O
by O O
Israeli O O
army O O
bullets O O
in O O
the O O
Palestinian O O
Territories O O
in O O
early O O
October O O
. O O
A O O
France O O
Presse O O
correspondent O O
reported O O
that O O
around O O
200 O O
Palestinians O O
marched O O
along O O
the O O
streets O O
of O O
Ayn O O
Alhilwa O O
refugee O O
camp O O
near O O
Saida B-Sidon B-Sidon
, O O
one O O
of O O
southern O O
Lebanon B-Lebanon B-Lebanon
' O O
s O O
main O O
cities O O
, O O
toward O O
the O O
headquarters O O
of O O
the O O
Fatah O O
movement O O
led O O
by O O
Palestinian O O
President O O
Yasser O O
Arafat O O
carrying O O
the O O
Palestinian O O
flag O O
. O O
A O O
group O O
of O O
young O O
people O O
burned O O
the O O
Israeli O O
and O O
American O O
flags O O
outside O O
the O O
headquarters O O
. O O
Khalid B---NME-- B-Khalid_Mahmud_Arif
Arif I---NME-- I-Khalid_Mahmud_Arif
, O O
am O O
official O O
with O O
the O O
Fatah O O
movement O O
in O O
Saida O O
, O O
said O O
the O O
Intifada O O
against O O
Israel O O
which O O
started O O
late O O
last O O
September O O
and O O
has O O
resulted O O
in O O
over O O
two O O
hundred O O
deaths O O
would O O
continue O O
until O O
the O O
Israeli O O
occupiers O O
and O O
settlers O O
were O O
chased O O
out O O
of O O
the O O
Palestinian O O
Territories O O
. O O
He O O
added O O
, O O
" O O
The O O
Intifada O O
will O O
continue O O
until O O
a O O
Palestinian O O
state O O
with O O
holy O O
Jerusalem B-Jerusalem B-Jerusalem
as O O
its O O
capital O O
is O O
created O O
and O O
the O O
refugees O O
return O O
to O O
their O O
homes O O
. O O
In O O
the O O
nearby O O
Ayn O O
Alhilwa O O
refugee O O
camp O O
, O O
students O O
between O O
ages O O
fifteen O O
and O O
sixteen O O
marched O O
through O O
the O O
camp O O
' O O
s O O
alleyways O O
, O O
chanting O O
" O O
Jerusalem O O
is O O
ours O O
" O O
then O O
the O O
burned O O
Israeli O O
and O O
American O O
flags O O
. O O
Fatah O O
movement O O
called O O
on O O
Palestinians O O
to O O
declare O O
today O O
Wednesday O O
as O O
a O O
day O O
" O O
to O O
embody O O
national O O
independence O O
" O O
and O O
to O O
stop O O
" O O
Israeli O O
occupying O O
forces O O
and O O
settler O O
bandits O O
from O O
entering O O
occupied O O
Palestinian O O
territory O O
, O O
" O O
as O O
a O O
commemoration O O
of O O
the O O
twelfth O O
anniversary O O
of O O
the O O
symbolic O O
announcement O O
of O O
Palestinian O O
independence O O
. O O
Palestinian O O
President O O
Yasser O O
Arafat O O
had O O
symbolically O O
announced O O
a O O
Palestinian O O
state O O
on O O
November O O
15 O O
, O O
1988 O O
in O O
Algeria O O
when O O
the O O
first O O
Palestinian O O
Intifada O O
was O O
at O O
its O O
height O O
and O O
which O O
continued O O
for O O
seven O O
years O O
until O O
the O O
Oslo O O
peace O O
accords O O
were O O
signed O O
in O O
1993 O O
. O O
Bandar B-Bandar_Seri_Begawan B-Bandar_Seri_Begawan
Seri I-Bandar_Seri_Begawan I-Bandar_Seri_Begawan
Begawan I-Bandar_Seri_Begawan I-Bandar_Seri_Begawan
11 O O
- O O
15 O O
( O O
AFP B-Agence_France-Presse O
) O O
- O O
The O O
United B-United_States B-United_States
States I-United_States I-United_States
today O O
Wednesday O O
deemed O O
the O O
order O O
issued O O
by O O
Palestinian O O
President O O
Yasser O O
Arafat O O
for O O
a O O
ceasefire O O
in O O
territories O O
under O O
Palestinian O O
Authority O O
control O O
as O O
a O O
positive O O
gesture O O
but O O
considered O O
that O O
it O O
does O O
not O O
release O O
constitute O O
a O O
release O O
form O O
the O O
terms O O
of O O
the O O
Sharm O O
el O O
- O O
Sheikh O O
agreement O O
. O O
James B---NME-- B-James_Stewart
Stewart I---NME-- I-James_Stewart
, O O
the O O
White B-White_House B-White_House
House I-White_House I-White_House
' O O
s O O
spokesman O O
in O O
Bandar O O
Seri O O
Begawan O O
, O O
the O O
capital O O
of O O
the O O
Sultanate O O
of O O
Brunei O O
which O O
American O O
President O O
Bill O O
Clinton O O
is O O
visiting O O
, O O
said O O
" O O
of O O
course O O
we O O
positively O O
welcome O O
the O O
announcement O O
aimed O O
at O O
stopping O O
the O O
violence O O
. O O
But O O
the O O
important O O
point O O
is O O
that O O
Palestinian O O
and O O
Israeli O O
officials O O
take O O
the O O
right O O
steps O O
to O O
provide O O
a O O
safer O O
climate O O
in O O
the O O
whole O O
region O O
. O O
Clinton O O
is O O
to O O
take O O
part O O
in O O
the O O
Asia O O
- O O
Pacific O O
Economic O O
Cooperation O O
forum O O
( O O
APEC O O
) O O
in O O
Brunei O O
. O O
The O O
American O O
spokesman O O
said O O
President O O
Bill O O
Clinton O O
spoke O O
to O O
Arafat O O
on O O
the O O
telephone O O
after O O
arriving O O
in O O
Brunei O O
yesterday O O
evening O O
Tuesday O O
. O O
He O O
said O O
their O O
conversation O O
focused O O
on O O
ways O O
to O O
stop O O
the O O
violence O O
because O O
we O O
believe O O
that O O
it O O
is O O
extremely O O
important O O
for O O
the O O
sides O O
to O O
take O O
immediate O O
measures O O
to O O
end O O
the O O
tension O O
and O O
reduce O O
the O O
violence O O
. O O
A O O
high O O
- O O
level O O
Palestinian O O
source O O
said O O
today O O
that O O
the O O
Palestinian B-Palestinian_National_Council O
Superior I-Palestinian_National_Council O
Security I-Palestinian_National_Council O
Council I-Palestinian_National_Council O
led O O
by O O
President O O
Yasser O O
Arafat O O
issued O O
orders O O
to O O
stop O O
shooting O O
inside O O
area O O
' O O
A O O
' O O
under O O
Palestinian O O
control O O
. O O
The O O
source O O
who O O
wished O O
to O O
remain O O
anonymous O O
said O O
that O O
" O O
the O O
Palestinian O O
Superior O O
Security O O
Council O O
led O O
by O O
President O O
Yasser O O
Arafat O O
issued O O
orders O O
to O O
stop O O
unknown O O
armed O O
persons O O
from O O
shooting O O
inside O O
zone O O
" O O
A O O
" O O
under O O
complete O O
Palestinian O O
control O O
and O O
from O O
between O O
buildings O O
and O O
civilians O O
in O O
the O O
Palestinian O O
Territories O O
. O O
Zone O O
" O O
A O O
" O O
covers O O
areas O O
controlled O O
completely O O
by O O
the O O
Palestinian O O
Authority O O
in O O
the O O
West O O
Bank O O
and O O
Gaza O O
Strip O O
. O O
Jerusalem B-Jerusalem B-Jerusalem
11 O O
- O O
15 O O
( O O
AFP B-Agence_France-Presse O
) O O
- O O
Official O O
Israeli O O
radio O O
reported O O
that O O
the O O
lesser O O
security O O
cabinet O O
which O O
met O O
this O O
evening O O
Wednesday O O
has O O
made O O
a O O
series O O
of O O
practical O O
decisions O O
pointing O O
to O O
its O O
desire O O
to O O
avoid O O
confrontations O O
with O O
the O O
Palestinians O O
. O O
The O O
radio O O
reported O O
" O O
senior O O
political O O
officials O O
" O O
as O O
saying O O
at O O
the O O
close O O
of O O
the O O
security O O
cabinet O O
' O O
s O O
meeting O O
, O O
chaired O O
by O O
Prime O O
Minister O O
Ehud O O
Barak O O
, O O
that O O
the O O
army O O
would O O
continue O O
with O O
the O O
procedure O O
it O O
has O O
followed O O
over O O
the O O
past O O
days O O
and O O
that O O
there O O
would O O
be O O
no O O
escalation O O
. O O
Military O O
officials O O
who O O
also O O
attended O O
the O O
meeting O O
that O O
Palestinian O O
President O O
Yasser O O
Arafat O O
wants O O
to O O
drag O O
Israel O O
into O O
an O O
escalation O O
which O O
would O O
lead O O
to O O
international O O
intervention O O
. O O
The O O
head O O
of O O
the O O
prime O O
minister O O
' O O
s O O
office O O
, O O
Jalaad O O
Shir O O
, O O
had O O
previously O O
said O O
on O O
official O O
television O O
that O O
a O O
compromise O O
must O O
be O O
found O O
between O O
a O O
studied O O
response O O
not O O
leading O O
to O O
escalation O O
and O O
the O O
need O O
to O O
pave O O
the O O
way O O
for O O
political O O
openness O O
, O O
on O O
the O O
condition O O
that O O
the O O
Palestinians O O
resolutely O O
stop O O
the O O
violence O O
and O O
incitement O O
to O O
violence O O
. O O
Shir O O
added O O
" O O
only O O
then O O
will O O
it O O
be O O
possible O O
to O O
think O O
about O O
resuming O O
the O O
political O O
process O O
and O O
on O O
what O O
basis O O
. O O
The O O
security O O
cabinet O O
was O O
convened O O
to O O
a O O
session O O
with O O
the O O
aim O O
of O O
examining O O
new O O
measures O O
to O O
deal O O
with O O
the O O
escalation O O
in O O
attacks O O
against O O
Israelis O O
in O O
the O O
West O O
Bank O O
and O O
Gaza O O
Strip O O
. O O
Last O O
week O O
, O O
Barak O O
gave O O
his O O
consent O O
, O O
for O O
the O O
first O O
time O O
since O O
the O O
Intifada O O
began O O
, O O
to O O
elimination O O
of O O
Hussein B---NME-- O
Abiyat I---NME-- O
the O O
military O O
leader O O
of O O
Fatah O O
movement O O
led O O
by O O
Arafat O O
killed O O
when O O
a O O
missile O O
fired O O
from O O
a O O
combat O O
helicopter O O
targeted O O
his O O
car O O
. O O
Israeli O O
security O O
forces O O
arrested O O
15 O O
Fatah O O
officials O O
in O O
the O O
West B-West_Bank B-West_Bank
Bank I-West_Bank I-West_Bank
on O O
the O O
night O O
of O O
Tuesday O O
to O O
Wednesday O O
. O O
In O O
his O O
statement O O
, O O
Barak O O
praised O O
this O O
operation O O
and O O
the O O
elimination O O
of O O
Abiyat O O
, O O
stressing O O
that O O
this O O
policy O O
would O O
continue O O
. O O
He O O
said O O
the O O
long O O
arm O O
of O O
our O O
forces O O
will O O
reach O O
those O O
who O O
attack O O
our O O
civilians O O
and O O
soldiers O O
. O O
Tallahassee B-Tallahassee,_Florida B-Tallahassee,_Florida
( O O
United B-United_States B-United_States
States I-United_States I-United_States
) O O
11 O O
- O O
15 O O
( O O
AFP B-Agence_France-Presse O
) O O
. O O
The O O
Supreme B-Supreme_Court_of_Florida B-Supreme_Court_(disambiguation)
Court I-Supreme_Court_of_Florida I-Supreme_Court_(disambiguation)
in O O
Florida B-Florida B-Florida
today O O
Wednesday O O
refused O O
the O O
application O O
by O O
the O O
state O O
' O O
s O O
authorities O O
to O O
stop O O
the O O
new O O
hand O O
count O O
of O O
votes O O
in O O
some O O
counties O O
. O O
Washington O O
11 O O
- O O
15 O O
( O O
AFP O O
) O O
- O O
Stewart B---NME-- B-Stewart_Talbot
Talbot I---NME-- I-Stewart_Talbot
, O O
America B-United_States B-United_States
' O O
s O O
Assistant O O
Secretary O O
of O O
State B---NME-- O
and O O
" O O
second O O
in O O
charge O O
" O O
at O O
the O O
State O O
Department O O
after O O
Madeleine B-Madeleine_Albright B-Madeleine_Albright
Albright I-Madeleine_Albright I-Madeleine_Albright
, O O
has O O
decided O O
to O O
resign O O
from O O
the O O
administration O O
to O O
head O O
one O O
of O O
the O O
departments O O
at O O
Yale B-Yale_University B-Yale_University
University I-Yale_University I-Yale_University
in O O
the O O
state O O
of O O
Connecticut O O
( O O
northeast B---NME-- O
) O O
. O O
Richard B-Rick_Levin B-Rick_Levin
Levin I-Rick_Levin I-Rick_Levin
, O O
the O O
Chancellor O O
of O O
this O O
prestigious O O
university O O
, O O
said O O
Talbot O O
would O O
head O O
the O O
Globalization B-Yale_Center_for_the_Study_of_Globalization O
Studies I-Yale_Center_for_the_Study_of_Globalization O
Center I-Yale_Center_for_the_Study_of_Globalization O
as O O
of O O
next O O
July O O
and O O
would O O
also O O
teach O O
at O O
the O O
university O O
. O O
Talbot O O
is O O
the O O
second O O
top O O
- O O
ranking O O
American O O
diplomat O O
in O O
a O O
few O O
days O O
to O O
announce O O
his O O
intention O O
of O O
resigning O O
at O O
the O O
end O O
of O O
President O O
Bill O O
Clinton O O
' O O
s O O
second O O
term O O
next O O
January O O
20 O O
. O O
The O O
special O O
envoy O O
to O O
the O O
Middle B-Middle_East B-Middle_East
East I-Middle_East I-Middle_East
, O O
Dennis O O
Ross O O
, O O
announced O O
last O O
week O O
that O O
he O O
intends O O
to O O
resign O O
from O O
his O O
post O O
, O O
for O O
personal O O
and O O
family O O
reasons O O
, O O
once O O
the O O
current O O
administration O O
' O O
s O O
term O O
comes O O
to O O
an O O
end O O
. O O
Talbot O O
, O O
a O O
Yale O O
graduate O O
and O O
former O O
correspondent O O
with O O
Time B-Time_(magazine) B-Time_(magazine)
magazine I-Time_(magazine) I-Time_(magazine)
, O O
was O O
appointed O O
assistant O O
to O O
the O O
Secretary O O
of O O
State O O
in O O
1994 O O
after O O
acting O O
as O O
roving O O
ambassador O O
and O O
special O O
advisor O O
on O O
former O O
Soviet O O
Union O O
Affairs O O
. O O
Bandar B-Bandar_Seri_Begawan B-Bandar_Seri_Begawan
Seri I-Bandar_Seri_Begawan I-Bandar_Seri_Begawan
Begawan I-Bandar_Seri_Begawan I-Bandar_Seri_Begawan
11 O O
- O O
15 O O
( O O
AFP B-Agence_France-Presse O
) O O
- O O
A O O
Japanese O O
official O O
announced O O
today O O
Wednesday O O
that O O
Japan O O
and O O
Russia B-Russia B-Russia
are O O
to O O
hold O O
a O O
summit O O
before O O
the O O
end O O
of O O
the O O
current O O
year O O
in O O
an O O
attempt O O
