Bandar B-Bandar_Seri_Begawan B-Bandar_Seri_Begawan
. O O
And O O
in O O
this O O
case O O
, O O
you O O
could O O
argue O O
that O O
the O O
Bush O O
people O O
are O O
going O O
to O O
the O O
Supreme O O
Court O O
to O O
preserve O O
the O O
right O O
of O O
Florida O O
, O O
to O O
determine O O
its O O
own O O
electors O O
. O O
So O O
, O O
there O O
is O O
a O O
kind O O
of O O
states O O
' O O
rights O O
issue O O
there O O
. O O
But O O
they O O
need O O
, O O
or O O
at O O
least O O
they O O
once O O
thought O O
they O O
needed O O
the O O
Supreme O O
Court O O
to O O
endorse O O
it O O
. O O
So O O
it O O
goes O O
both O O
ways O O
. O O
What O O
are O O
the O O
justices O O
likely O O
looking O O
for O O
? O O
Well O O
, O O
I O O
do O O
n't O O
know O O
. O O
But O O
I O O
think O O
that O O
- O O
and O O
I O O
think O O
they O O
will O O
be O O
divided O O
, O O
I O O
mean O O
I O O
do O O
n't O O
think O O
they O O
will O O
be O O
unanimous O O
. O O
Obviously O O
, O O
they O O
would O O
like O O
to O O
be O O
able O O
to O O
achieve O O
some O O
kind O O
of O O
resolution O O
of O O
the O O
case O O
. O O
American O O
election O O
laws O O
are O O
often O O
challenged O O
at O O
the O O
local O O
level O O
and O O
sometimes O O
in O O
the O O
Federal O O
courts O O
, O O
but O O
this O O
is O O
certainly O O
the O O
first O O
time O O
we O O
have O O
had O O
a O O
Supreme O O
Court O O
challenge O O
over O O
presidential O O
election O O
. O O
So O O
, O O
there O O
is O O
a O O
lot O O
of O O
new O O
law O O
here O O
to O O
be O O
made O O
or O O
at O O
least O O
law O O
that O O
has O O
n't O O
been O O
made O O
yet O O
. O O
It O O
's O O
possible O O
that O O
if O O
the O O
court O O
accepts O O
the O O
invitation O O
of O O
the O O
Bush O O
campaign O O
, O O
at O O
least O O
as O O
it O O
is O O
expressed O O
in O O
the O O
briefs O O
they O O
submitted O O
yesterday O O
, O O
that O O
the O O
court O O
will O O
in O O
the O O
sense O O
, O O
take O O
the O O
entire O O
issue O O
, O O
even O O
- O O
not O O
just O O
the O O
specific O O
questions O O
that O O
it O O
was O O
asked O O
last O O
week O O
and O O
try O O
to O O
resolve O O
the O O
question O O
. O O
For O O
example O O
, O O
if O O
the O O
court O O
says O O
it O O
is O O
clearly O O
the O O
fact O O
that O O
the O O
legislature B-Florida_Legislature O
of O O
the O O
state O O
of O O
Florida O O
can O O
determine O O
for O O
itself O O
who O O
its O O
electors O O
will O O
be O O
, O O
that O O
will O O
pretty O O
much O O
end O O
the O O
case O O
, O O
because O O
that O O
's O O
what O O
the O O
legislature O O
already O O
plans O O
to O O
do O O
. O O
And O O
that O O
does O O
n't O O
mean O O
the O O
Gore O O
people O O
wo O O
n't O O
keep O O
trying O O
, O O
because O O
ultimately O O
Congress B-United_States_Congress B-United_States_Congress
has O O
to O O
decide O O
and O O
only O O
Congress O O
can O O
decide O O
if O O
there O O
are O O
competing O O
slates O O
of O O
electors O O
submitted O O
, O O
which O O
slate O O
to O O
accept O O
. O O
The O O
Johns O O
Hopkins O O
University O O
constitutional O O
law O O
professor O O
Joe O O
O'Grossman O O
says O O
, O O
it O O
's O O
still O O
not O O
certain O O
the O O
Supreme O O
Court O O
will O O
actually O O
hear O O
the O O
Florida O O
case O O
. O O
As O O
their O O
first O O
order O O
, O O
business O O
Friday O O
, O O
attorneys O O
for O O
Vice O O
President O O
Gore O O
will O O
move O O
to O O
have O O
the O O
court O O
dismiss O O
the O O
case O O
brought O O
by O O
Republican O O
George O O
W O O
Bush O O
. O O
DOCEND O O
Gaza B-Gaza B-Gaza
11-15 O O
( O O
AFP B-Agence_France-Presse O
) O O
- O O
A O O
Palestinian O O
medical O O
source O O
reported O O
today O O
Wednesday O O
that O O
more O O
than O O
fifteen O O
Palestinians O O
were O O
injured O O
this O O
morning O O
in O O
the O O
town O O
of O O
Rafah O O
in O O
the O O
southern O O
Gaza O O
Strip O O
in O O
clashes O O
with O O
the O O
Israeli O O
army O O
. O O
Medical O O
sources O O
said O O
`` O O
at O O
least O O
15 O O
Palestinians O O
were O O
injured O O
by O O
live O O
bullets O O
fired O O
by O O
Israeli O O
soldiers O O
, O O
including O O
six O O
children O O
all O O
shot O O
in O O
the O O
head O O
. O O
'' O O
Eyewitnesses O O
said O O
the O O
clashes O O
broke O O
out O O
when O O
the O O
Israeli O O
army O O
began O O
bulldozing O O
Palestinian O O
land O O
near O O
the O O
border O O
with O O
Egypt B-Egypt B-Egypt
and O O
opened O O
fire O O
randomly O O
on O O
Palestinian O O
citizens O O
when O O
they O O
threw O O
stones O O
at O O
the O O
soldiers O O
in O O
protest O O
. O O
An O O
Israeli O O
tank O O
also O O
fired O O
a O O
rocket O O
. O O
Elsewhere O O
, O O
Israeli O O
bulldozers O O
dug O O
up O O
dozens O O
of O O
hectares O O
of O O
Palestinian O O
farmland O O
near O O
the O O
village O O
of O O
Alkarara O O
( O O
near O O
the O O
Kosovim O O
checkpoint O O
) O O
last O O
night O O
for O O
the O O
second O O
day O O
in O O
a O O
row O O
, O O
destroying O O
two O O
houses O O
and O O
a O O
well O O
, O O
where O O
the O O
army O O
erected O O
a O O
new O O
military O O
camp O O
instead O O
. O O
The O O
town O O
's O O
authorities O O
said O O
last O O
night O O
the O O
Israeli O O
army O O
dug O O
up O O
several O O
hectares O O
planted O O
with O O
orange O O
trees O O
in O O
southern O O
Gaza O O
( O O
Nitsarim B-Netzarim_(settlement) O
) O O
. O O
The O O
bulldozing O O
of O O
land O O
began O O
the O O
night O O
before O O
last O O
when O O
an O O
Israeli O O
soldier O O
was O O
killed O O
in O O
a O O
shooting O O
incident O O
in O O
the O O
area O O
. O O
DOCEND O O
MERGER O O
&QL; O O
By O O
ALEX O O
BERENSON O O
&QC; O O
&LR; O O
&QL; O O
&UR; O O
c. O O
2000 O O
N.Y. O O
Times O O
News O O
Service O O
&QC; O O
&LR; O O
&QL; O O
&UR; O O
&LR; O O
Back O O
in O O
January O O
, O O
when O O
Internet O O
stocks O O
were O O
hot O O
, O O
America O O
Online O O
agreed O O
to O O
buy O O
Time O O
Warner O O
with O O
AOL O O
stock O O
. O O
The O O
deal O O
, O O
if O O
approved O O
by O O
regulators O O
, O O
would O O
leave O O
AOL O O
shareholders O O
with O O
55 O O
percent O O
of O O
the O O
merged O O
company O O
, O O
even O O
though O O
Time O O
Warner O O
's O O
revenue O O
and O O
cash O O
flow O O
are O O
far O O
greater O O
. O O
Since O O
then O O
, O O
AOL O O
's O O
stock O O
has O O
fallen O O
by O O
almost O O
a O O
third O O
, O O
destroying O O
most O O
of O O
the O O
premium O O
the O O
company O O
had O O
offered O O
for O O
control O O
of O O
Time B-Time_Warner B-Time_Warner
Warner I-Time_Warner I-Time_Warner
. O O
So O O
a O O
Time O O
Warner O O
shareholder O O
might O O
conclude O O
that O O
America O O
Online O O
's O O
chairman O O
, O O
Stephen O O
Case O O
, O O
had O O
bamboozled O O
his O O
Time O O
Warner O O
counterpart O O
, O O
Gerald O O
Levin O O
, O O
into O O
taking O O
AOL O O
's O O
shares O O
at O O
the O O
worst O O
possible O O
time O O
. O O
`` O O
Short O O
term O O
, O O
anyone O O
objective O O
would O O
say O O
probably O O
Steve O O
got O O
the O O
better O O
part O O
of O O
the O O
deal O O
, O O
'' O O
said O O
Larry O O
Haverty O O
, O O
a O O
senior O O
vice O O
president O O
at O O
State B-State_Street_Corporation O
Street I-State_Street_Corporation O
Research I-State_Street_Corporation O
in O O
Boston B-Boston B-Boston
and O O
a O O
longtime O O
media O O
investor O O
. O O
But O O
Haverty O O
, O O
like O O
many O O
other O O
Time O O
Warner O O
shareholders O O
and O O
industry O O
analysts O O
, O O
hardly O O
cares O O
. O O
With O O
the O O
merger O O
likely O O
to O O
be O O
completed O O
later O O
this O O
month O O
, O O
he O O
predicts O O
that O O
the O O
merged O O
company O O
will O O
grow O O
quickly O O
by O O
combining O O
AOL O O
's O O
marketing O O
skills O O
and O O
captive O O
base O O
of O O
online O O
users O O
with O O
Time O O
Warner O O
's O O
huge O O
library O O
of O O
films O O
, O O
magazines O O
and O O
the O O
like O O
and O O
its O O
relationships O O
with O O
major O O
advertisers O O
. O O
`` O O
The O O
deal O O
strategically O O
and O O
financially O O
makes O O
all O O
the O O
sense O O
in O O
the O O
world O O
, O O
'' O O
Haverty O O
said O O
. O O
`` O O
Five O O
years O O
out O O
, O O
if O O
you O O
're O O
a O O
shareholder O O
in O O
this O O
company O O
, O O
you O O
're O O
going O O
to O O
be O O
a O O
happy O O
camper O O
. O O
'' O O
That O O
view O O
is O O
widely O O
shared O O
. O O
`` O O
Strategically O O
, O O
it O O
makes O O
a O O
lot O O
of O O
sense O O
, O O
'' O O
said O O
Tom O O
Wolzien O O
of O O
Sanford B-Sanford_Bernstein B-Sanford_Bernstein
C. I-Sanford_Bernstein I-Sanford_Bernstein
Bernstein I-Sanford_Bernstein I-Sanford_Bernstein
. O O
`` O O
These O O
companies O O
fill O O
the O O
holes O O
of O O
the O O
other O O
one O O
. O O
They O O
're O O
subscription-advertising O O
combo O O
models O O
. O O
The O O
reality O O
is O O
the O O
pieces O O
are O O
very O O
compatible O O
. O O
'' O O
To O O
be O O
sure O O
, O O
the O O
recent O O
history O O
of O O
big O O
media O O
mergers O O
is O O
hardly O O
comforting O O
for O O
shareholders O O
in O O
either O O
AOL O O
or O O
Time O O
Warner O O
. O O
Disney B-The_Walt_Disney_Company B-The_Walt_Disney_Company
stumbled O O
badly O O
after O O
it O O
bought O O
Capital B-Capital_Cities_Communications B-Capital_Cities_Communications
Cities/ABC I-Capital_Cities_Communications I-Capital_Cities_Communications
in O O
1996 O O
, O O
and O O
Time O O
Warner O O
stagnated O O
for O O
five O O
years O O
after O O
it O O
was O O
created O O
in O O
1990 O O
by O O
the O O
merger O O
of O O
Time B-Time_Inc. O
and O O
Warner B-Warner_Communications O
. O O
`` O O
Huge O O
deals O O
are O O
really O O
hard O O
to O O
do O O
and O O
create O O
a O O
lot O O
of O O
uncertainty O O
, O O
'' O O
said O O
Roger B-Roger_McNamee B-Roger_McNamee
McNamee I-Roger_McNamee I-Roger_McNamee
of O O
Integral O O
Capital O O
, O O
which O O
sold O O
its O O
404,000 O O
AOL O O
shares O O
the O O
day O O
the O O
merger O O
was O O
announced O O
. O O
But O O
if O O
the O O
merged O O
company O O
can O O
overcome O O
that O O
hurdle O O
, O O
it O O
will O O
have O O
big O O
advantages O O
over O O
Disney O O
and O O
other O O
traditional O O
media O O
companies O O
, O O
which O O
are O O
still O O
struggling O O
to O O
figure O O
out O O
how O O
they O O
can O O
profit O O
from O O
the O O
Internet O O
, O O
said O O
Jessica O O
Reif O O
of O O
Merrill B-Merrill_Lynch B-Merrill_Lynch
Lynch I-Merrill_Lynch I-Merrill_Lynch
. O O
`` O O
Given O O
the O O
multiple O O
distribution O O
platforms O O
that O O
they O O
have O O
, O O
it O O
's O O
obviously O O
a O O
very O O
powerful O O
consumer O O
engine O O
, O O
'' O O
Reif O O
said O O
. O O
`` O O
There O O
's O O
a O O
reason O O
that O O
you O O
see O O
Disney O O
and O O
to O O
a O O
lesser O O
extent O O
NBC B-NBC B-NBC
screaming O O
in O O
Washington B-Washington,_D.C. B-Washington,_D.C.
. O O
'' O O
John O O
Schreiber O O
, O O
an O O
assistant O O
portfolio O O
manager O O
at O O
Janus B-Janus_Capital_Group O
Capital I-Janus_Capital_Group O
, O O
the O O
mutual O O
fund O O
company O O
that O O
is O O
Time O O
Warner O O
's O O
largest O O
shareholder O O
, O O
with O O
more O O
than O O
120 O O
million O O
shares O O
, O O
said O O
the O O
companies O O
had O O
already O O
begun O O
to O O
demonstrate O O
how O O
they O O
would O O
work O O
together O O
. O O
For O O
example O O
, O O
AOL O O
has O O
pitched O O
Time O O
Warner O O
's O O
magazines O O
to O O
its O O
users O O
, O O
resulting O O
in O O
hundreds O O
of O O
thousands O O
of O O
new O O
subscriptions O O
. O O
And O O
the O O
companies O O
are O O
trying O O
to O O
sell O O
big O O
advertisers O O
on O O
deals O O
that O O
will O O
reach O O
both O O
America O O
Online O O
users O O
and O O
the O O
people O O
who O O
watch O O
Time O O
Warner O O
cable O O
channels O O
and O O
read O O
its O O
magazines O O
, O O
Schreiber O O
said O O
. O O
`` O O
Once O O
the O O
merger O O
closes O O
, O O
I O O
think O O
you O O
'll O O
see O O
some O O
very O O
powerful O O
cross-promotional O O
deals O O
across O O
all O O
of O O
Time O O
Warner O O
's O O
advertisers O O
, O O
'' O O
he O O
said O O
. O O
Schreiber O O
also O O
says O O
the O O
risk O O
of O O
cultural O O
clashes O O
between O O
the O O
companies O O
is O O
limited O O
, O O
because O O
the O O
companies O O
disclosed O O
publicly O O
where O O
top O O
executives O O
would O O
stand O O
in O O
the O O
combined O O
company O O
only O O
a O O
few O O
weeks O O
after O O
the O O
merger O O
was O O
announced O O
. O O
So O O
people O O
who O O
feel O O
their O O
responsibilities O O
have O O
been O O
diminished O O
have O O
had O O
months O O
to O O
look O O
for O O
new O O
jobs O O
, O O
and O O
some O O
have O O
already O O
left O O
, O O
he O O
said O O
. O O
Given O O
the O O
strength O O
he O O
sees O O
in O O
the O O
combined O O
company O O
, O O
Schreiber O O
said O O
the O O
question O O
of O O
whether O O
Levin O O
could O O
have O O
negotiated O O
a O O
better O O
deal O O
with O O
America O O
Online O O
is O O
moot O O
. O O
Shares O O
in O O
cable O O
companies O O
like O O
Comcast B-Comcast B-Comcast
have O O
fallen O O
15 O O
percent O O
or O O
more O O
this O O
year O O
, O O
while O O
big O O
media O O
companies O O
have O O
been O O
flat O O
or O O
up O O
slightly O O
. O O
So O O
`` O O
it O O
's O O
not O O
as O O
if O O
Time O O
Warner O O
shareholders O O
have O O
lost O O
out O O
on O O
a O O
great O O
deal O O
of O O
upside O O
, O O
'' O O
Schreiber O O
said O O
. O O
DOCEND O O
Bandar B-Bandar_Seri_Begawan B-Bandar_Seri_Begawan
Seri I-Bandar_Seri_Begawan I-Bandar_Seri_Begawan
Begawan I-Bandar_Seri_Begawan I-Bandar_Seri_Begawan
11-15 O O
( O O
AFP B-Agence_France-Presse O
) O O
- O O
American O O
President O O
Bill O O
Clinton O O
attempted O O
today O O
Wednesday O O
to O O
reassure O O
money O O
markets O O
about O O
doubts O O
caused O O
by O O
the O O
battle O O
between O O
the O O
Republicans O O
and O O
Democrats O O
on O O
the O O
result O O
of O O
the O O
presidential O O
elections O O
in O O
the O O
United O O
States O O
, O O
which O O
is O O
still O O
unknown O O
and O O
dependent O O
on O O
the O O
results O O
of O O
the O O
recount O O
in O O
the O O
State B-Florida B-Florida
of I-Florida I-Florida
Florida I-Florida I-Florida
. O O
Clinton O O
told O O
a O O
group O O
of O O
businessmen O O
on O O
the O O
periphery O O
of O O
the O O
Asia-Pacific O O
Economic O O
Cooperation O O
forum O O
in O O
Brunei B-Brunei B-Brunei
that O O
`` O O
one O O
of O O
the O O
issues O O
both O O
Vice-President O O
Al O O
Gore O O
and O O
Governor O O
George O O
Bush O O
agree O O
on O O
in O O
these O O
elections O O
is O O
the O O
need O O
to O O
maintain O O
a O O
strong O O
and O O
pioneering O O
role O O
by O O
the O O
United O O
States O O
in O O
order O O
to O O
achieve O O
flourishing O O
trade O O
and O O
greater O O
integration O O
for O O
the O O
world O O
's O O
economy O O
-LSB- O O
... O O
-RSB- O O
and O O
the O O
world O O
should O O
not O O
be O O
concerned O O
because O O
the O O
two O O
candidates O O
are O O
strongly O O
committed O O
to O O
following O O
this O O
path O O
. O O
'' O O
The O O
American O O
stock O O
market O O
saw O O
an O O
upheaval O O
as O O
a O O
result O O
of O O
the O O
delay O O
in O O
announcing O O
the O O
final O O
results O O
of O O
the O O
presidential O O
elections O O
in O O
the O O
United O O
States O O
but O O
it O O
improved O O
on O O
Tuesday O O
. O O
Initial O O
results O O
in O O
Florida O O
on O O
Tuesday O O
evening O O
showed O O
Republican O O
candidate O O
George O O
Bush O O
to O O
be O O
300 O O
votes O O
ahead O O
of O O
Democrat O O
candidate O O
Al O O
Gore O O
but O O
some O O
voting O O
stations O O
were O O
still O O
recounting O O
votes O O
today O O
Wednesday O O
. O O
In O O
Brunei O O
, O O
President O O
Clinton O O
refused O O
to O O
make O O
any O O
predications O O
about O O
who O O
might O O
win O O
the O O
presidency O O
in O O
this O O
exceptional O O
election O O
battle O O
between O O
the O O
Democratic O O
and O O
Republican O O
candidates O O
. O O
He O O
said O O
`` O O
we O O
must O O
be O O
careful O O
when O O
we O O
talk O O
about O O
predictions O O
; O O
the O O
only O O
thing O O
I O O
can O O
predict O O
with O O
confidence O O
is O O
that O O
I O O
will O O
not O O
be O O
taking O O
part O O
in O O
the O O
next O O
Apec O O
summit O O
next O O
year O O
and O O
at O O
present O O
, O O
I O O
ca O O
n't O O
say O O
who O O
will O O
be O O
representing O O
the O O
United O O
States O O
. O O
'' O O
DOCEND O O
From O O
BBC B-BBC_News B-BBC_News
News I-BBC_News I-BBC_News
in O O
London B-London B-London
, O O
I O O
am O O
Gregor O O
Craigy O O
for O O
The O O
World O O
. O O
A O O
Singapore O O
Airlines O O
747 O O
flying O O
from O O
Taiwan B-Taiwan B-Taiwan
to O O
Los B-Los_Angeles B-Los_Angeles
Angeles I-Los_Angeles I-Los_Angeles
has O O
crashed O O
. O O
Flight O O
SQ006 O O
was O O
carrying O O
179 O O
passengers O O
and O O
crew O O
when O O
it O O
crashed O O
in O O
flames O O
shortly O O
after O O
take O O
off O O
. O O
At O O
least O O
65 O O
people O O
are O O
known O O
to O O
have O O
been O O
killed O O
and O O
around O O
30 O O
passengers O O
remain O O
unaccounted O O
for O O
. O O
David O O
Chezan O O
reports O O
. O O
Survivors O O
from O O
the O O
Singapore O O
Airlines O O
flight O O
described O O
how O O
the O O
plane O O
was O O
taxing O O
down O O
the O O
runway O O
when O O
there O O
was O O
a O O
loud O O
noise O O
and O O
the O O
aircraft O O
split O O
in O O
two O O
. O O
An O O
American O O
passenger O O
said O O
he O O
had O O
almost O O
decided O O
not O O
to O O
board O O
the O O
plane O O
because O O
of O O
what O O
he O O
called O O
unbelievable O O
wind O O
and O O
rain O O
. O O
Survivors O O
described O O
how O O
the O O
tail O O
section O O
turned O O
over O O
several O O
times O O
, O O
leaving O O
passengers O O
hanging O O
by O O
their O O
safety O O
belts O O
, O O
some O O
were O O
quickly O O
engulfed O O
by O O
flames O O
. O O
One O O
survivor O O
described O O
saying O O
a O O
man O O
, O O
as O O
he O O
put O O
it O O
, O O
`` O O
lit O O
up O O
like O O
a O O
torch O O
. O O
'' O O
`` O O
Flames O O
shot O O
up O O
right O O
next O O
to O O
me O O
and O O
there O O
was O O
jet O O
fuel O O
all O O
over O O
the O O
place O O
, O O
'' O O
he O O
said O O
. O O
David O O
Chezan O O
, O O
BBC O O
News O O
. O O
DOCEND O O
( O O
EDS O O
: O O
This O O
early O O
version O O
will O O
be O O
updated O O
from O O
Davenport O O
, O O
Iowa O O
. O O
) O O
&QL; O O
( O O
ART O O
ADV O O
: O O
Photos O O
NYT11 O O
and O O
25 O O
are O O
being O O
sent O O
to O O
NYT O O
photo O O
clients O O
. O O
Nonsubscribers O O
can O O
purchase O O
one-time O O
rights O O
by O O
calling O O
888-603-1036 O O
or O O
888-346-9867 O O
. O O
) O O
&QL; O O
&UR; O O
By O O
FRANK O O
BRUNI O O
&QC; O O
&LR; O O
&QL; O O
&UR; O O
c. O O
2000 O O
N.Y. O O
Times O O
News O O
Service O O
&QC; O O
&LR; O O
&QL; O O
CHATTANOOGA B-Chattanooga,_Tennessee B-Chattanooga,_Tennessee
, O O
Tenn. B-Tennessee B-Tennessee
. I-Tennessee O
_ O O
Nearly O O
17 O O
months O O
after O O
he O O
first O O
issued O O
his O O
call O O
for O O
a O O
`` O O
fresh O O
start O O
after O O
a O O
season O O
of O O
cynicism O O
, O O
'' O O
Gov. O O
George O O
W. O O
Bush O O
ended O O
his O O
quest O O
for O O
the O O
presidency O O
Monday O O
on O O
a O O
nearly O O
identical O O
note O O
, O O
pledging O O
to O O
purge O O
Washington B-Washington,_D.C. B-Washington,_D.C.
of O O
what O O
he O O
cast O O
as O O
a O O
crippling O O
discord O O
. O O
The O O
course O O
that O O
Bush O O
charted O O
over O O
his O O
final O O
hours O O
on O O
the O O
campaign O O
trail O O
, O O
plotted O O
with O O
as O O
much O O
concern O O
for O O
symbolism O O
as O O
for O O
raw O O
electoral O O
arithmetic O O
, O O
left O O
no O O
doubt O O
about O O
where O O
he O O
placed O O
the O O
blame O O
for O O
that O O
atmosphere O O
. O O
His O O
first O O
major O O
rally O O
was O O
in O O
Tennessee O O
and O O
his O O
last O O
was O O
planned O O
for O O
Arkansas B-Arkansas B-Arkansas
, O O
the O O
home O O
states O O
, O O
respectively O O
, O O
of O O
Vice O O
President O O
Al O O
Gore O O
and O O
President O O
Clinton O O
. O O
The O O
Texas O O
governor O O
's O O
words O O
made O O
equally O O
clear O O
that O O
he O O
saw O O
himself O O
as O O
the O O
country O O
's O O
best O O
hope O O
for O O
bridging O O
ideological O O
divides O O
, O O
healing O O
partisan O O
wounds O O
and O O
making O O
sure O O
that O O
Americans O O
could O O
gaze O O
upon O O
the O O
White B-White_House B-White_House
House I-White_House I-White_House
with O O
unfettered O O
respect O O
. O O
`` O O
There O O
's O O
a O O
better O O
day O O
ahead O O
if O O
we O O
have O O
a O O
leader O O
who O O
's O O
willing O O
to O O
unite O O
the O O
country O O
, O O
to O O
bring O O
people O O
together O O
, O O
to O O
elevate O O
the O O
people O O
's O O
business O O
above O O
everyday O O
politics O O
, O O
'' O O
Bush O O
said O O
at O O
a O O
rally O O
inside O O
a O O
hangar O O
at O O
the O O
airport O O
here O O
, O O
where O O
supporters O O
' O O
chants O O
evoked O O
the O O
nearness O O
of O O
the O O
moment O O
of O O
decision O O
. O O
`` O O
One O O
more O O
day O O
! O O
'' O O
they O O
roared O O
. O O
`` O O
One O O
more O O
day O O
! O O
'' O O
What O O
the O O
nation O O
needed O O
, O O
Bush O O
told O O
them O O
, O O
was O O
`` O O
a O O
president O O
who O O
can O O
unite O O
this O O
nation O O
, O O
a O O
president O O
who O O
puts O O
aside O O
the O O
endless O O
partisan O O
bickering O O
that O O
seems O O
to O O
gridlock O O
our O O
nation O O
's O O
capitol O O
, O O
a O O
president O O
who O O
puts O O
the O O
people O O
first O O
, O O
a O O
president O O
who O O
lifts O O
this O O
nation O O
's O O
spirits O O
. O O
`` O O
I O O
'll O O
be O O
that O O
president O O
, O O
'' O O
he O O
added O O
, O O
a O O
sentence O O
that O O
was O O
equal O O
parts O O
promise O O
and O O
prediction O O
. O O
It O O
underscored O O
the O O
optimism O O
that O O
Bush O O
has O O
, O O
from O O
the O O
very O O
beginning O O
, O O
sought O O
to O O
project O O
to O O
voters O O
. O O
His O O
schedule O O
over O O
the O O
course O O
of O O
a O O
16-hour O O
day O O
was O O
also O O
an O O
expression O O
of O O
that O O
confidence O O
. O O
In O O
between O O
Tennessee O O
and O O
Arkansas O O
, O O
his O O
campaign O O
plane O O
touched O O
down O O
in O O
Wisconsin B-Wisconsin B-Wisconsin
and O O
Iowa B-Iowa B-Iowa
, O O
and O O
while O O
any O O
one O O
of O O
those O O
four O O
states O O
could O O
wind O O
up O O
providing O O
the O O
key O O
to O O
a O O
Bush O O
victory O O
, O O
none O O
have O O
as O O
many O O
electoral O O
votes O O
as O O
such O O
battlegrounds O O
as O O
Michigan B-Michigan B-Michigan
and O O
Pennsylvania B-Pennsylvania B-Pennsylvania
. O O
But O O
they O O
are O O
genuine O O
tossups O O
that O O
were O O
initially O O
predicted O O
to O O
be O O
much O O
more O O
hospitable O O
to O O
Gore O O
. O O
By O O
visiting O O
them O O
Monday O O
, O O
Bush O O
emphasized O O
the O O
breadth O O
of O O
his O O
appeal O O
and O O
the O O
sometimes O O
surprising O O
vulnerability O O
of O O
the O O
vice O O
president O O
. O O
He O O
did O O
not O O
let O O
his O O
assertion O O
of O O
strength O O
and O O
confidence O O
distract O O
him O O
from O O
the O O
important O O
business O O
of O O
beseeching O O
supporters O O
to O O
grant O O
him O O
victory O O
. O O
With O O
just O O
24 O O
hours O O
before O O
Election O O
Day O O
, O O
Bush O O
in O O
many O O
ways O O
stripped O O
campaigning O O
to O O
its O O
essence O O
: O O
coaxing O O
and O O
cajoling O O
, O O
pleading O O
and O O
persuading O O
. O O
`` O O
I O O
want O O
you O O
to O O
understand O O
that O O
I O O
ca O O
n't O O
win O O
without O O
you O O
, O O
'' O O
Bush O O
told O O
a O O
crowd O O
of O O
more O O
than O O
1,000 O O
people O O
at O O
a O O
convention O O
center O O
in O O
Green B-Green_Bay,_Wisconsin B-Green_Bay,_Wisconsin
Bay I-Green_Bay,_Wisconsin I-Green_Bay,_Wisconsin
, O O
Wis. O O
`` O O
I O O
hope O O
you O O
redouble O O
your O O
efforts O O
to O O
make O O
sure O O
people O O
get O O
out O O
to O O
the O O
polls O O
. O O
'' O O
Minutes O O
later O O
, O O
he O O
added O O
: O O
`` O O
When O O
you O O
go O O
out O O
there O O
and O O
tell O O
the O O
folks O O
where O O
we O O
stand O O
on O O
the O O
issues O O
and O O
where O O
we O O
stand O O
when O O
it O O
comes O O
to O O
bringing O O
people O O
together O O
to O O
get O O
things O O
done O O
, O O
and O O
you O O
tell O O
them O O
that O O
the O O
core O O
of O O
this O O
campaign O O
is O O
the O O
inherent O O
trust O O
in O O
the O O
American O O
people O O
, O O
I O O
believe O O
it O O
does O O
n't O O
matter O O
what O O
political O O
party O O
they O O
're O O
in O O
. O O
They O O
're O O
going O O
to O O
come O O
our O O
way O O
. O O
'' O O
In O O
Chattanooga O O
, O O
Bush O O
repeatedly O O
needled O O
Gore O O
, O O
which O O
was O O
much O O
of O O
the O O
point O O
of O O
going O O
to O O
Tennessee O O
, O O
where O O
Gore O O
is O O
not O O
at O O
all O O
certain O O
to O O
prevail O O
on O O
Tuesday O O
. O O
The O O
Texas O O
governor O O
claimed O O
that O O
Gore O O
's O O
decades O O
of O O
experience O O
in O O
Washington O O
had O O
estranged O O
him O O
from O O
the O O
rest O O
of O O
the O O
country O O
by O O
making O O
him O O
too O O
trusting O O
of O O
federal O O
government O O
and O O
too O O
fond O O
of O O
federal O O
spending O O
. O O
`` O O
My O O
opponent O O
vows O O
to O O
carry O O
his O O
home O O
state O O
, O O
'' O O
Bush O O
said O O
. O O
`` O O
He O O
may O O
win O O
Washington O O
, O O
D.C. B-Washington,_D.C. B-Washington,_D.C.
, O O
but O O
he O O
's O O
not O O
going O O
to O O
win O O
Tennessee O O
. O O
`` O O
He O O
forgot O O
his O O
roots O O
, O O
'' O O
Bush O O
added O O
. O O
`` O O
He O O
forgot O O
where O O
he O O
's O O
from O O
. O O
He O O
trusts O O
Washington O O
. O O
We O O
trust O O
the O O
people O O
. O O
'' O O
DOCEND O O
&UR; O O
By O O
JAMES O O
DAO O O
&LR; O O
&QC; O O
&QL; O O
&UR; O O
c. O O
2000 O O
N.Y. O O
Times O O
News O O
Service O O
&LR; O O
&QC; O O
&QL; O O
WASHINGTON B-Washington,_D.C. O
_ O O
Ralph B-Ralph_Nader B-Ralph_Nader
Nader I-Ralph_Nader I-Ralph_Nader
may O O
not O O
be O O
feeling O O
any O O
regrets O O
about O O
his O O
Green O O
Party O O
presidential O O
campaign O O
, O O
but O O
some O O
visitors O O
to O O
the O O
chat O O
room O O
on O O
Nader2000.org O O
, O O
Nader O O
's O O
official O O
campaign O O
website O O
, O O
sounded O O
as O O
if O O
a O O
bad O O
hangover O O
had O O
come O O
crashing O O
down O O
on O O
them O O
. O O
There O O
was O O
this O O
entry O O
, O O
for O O
instance O O
, O O
posted O O
Thursday O O
morning O O
by O O
a O O
writer O O
named O O
`` O O
wreckz O O
'' O O
: O O
`` O O
I O O
, O O
too O O
, O O
feel O O
I O O
should O O
